Date,Company,Job Title,Location,Description,Seniority,Type,Job Function,Industry,Link
2022-01-12,Net2Source Inc.,Analista de Data Science PL,"São Paulo, SP","Position Description

Analise descritiva e prospectiva de dados de venda interna (sell in) e externa (sell out).

Construcao, acompanhamento e melhoria de modelos preditivos para previsao de vendas de mercado, previsao de vendas dos produtos em diferentes canais, elasticidade preo nos mercados da America Latina, alem da identificacao de novas oportunidades e aplicacao de inovcao utilizando novas fontes de dados.

Essential Duties And Responsibilities

Tratamento de dados de diferentes fontes
Monitoramento de acuracia dos modelos existentes
Proposicao e desenvolvimento de novos modelos de previsao
Estudos analiticos descritivos e prospectivos em dados de vendas das diferentes categorias

Position Requirements

Formacao Superior em Estatistica, Matematica, Ciencia da Computao, Engenharia, Fisica ou areas similares;
Experiencia em Python, R ou outra linguagem de programacao
Experiencia profissional minima de 2 anos;
Habilidade de negociacao;
Ingles e Espanhol e mandatorio (ser testado desejado Cambi 03);

Knowledge, Skills And Abilities Required

Experience of working in a / within a multicultural, international environment
Passion to innovation, customer obsession, drive for results
Communicative, team orientated, with analytical thinking
Excellent Communication and Negotiation skills
Organized
Ability to multi-task and manage competing priorities and adapt quickly to change. Flexible and creative in taking initiative and providing solutions to deliver a business outcome. Enjoying working in a fast paced environment and resistant to stress
Self-motivated, proactive and able to set work direction
Strong team player with ability to work independently
REQUIRED LANGUAGES

English (fluent)
Spanish (fluent)",Assistente,Tempo integral,Tecnologia da informação,"Serviços e consultoria de TI, Recrutamento e seleção e Serviços de recursos humanos",https://br.linkedin.com/jobs/view/analista-de-data-science-pl-at-net2source-inc-2908840939?refId=13ON9xgVVldKkwbBPf2gmQ%3D%3D&trackingId=ut2cFjxYOwaPaT3U4vh36A%3D%3D&position=8&pageNum=36&trk=public_jobs_jserp-result_search-card
2022-02-08,Loggi,Senior Data Analyst (Vaga Afirmativa para Pessoas Negras),"São Paulo, SP","Description

Vamos falar sobre a Loggi? 💙

Conectar o Brasil. Esse é o objetivo que nos move e nos faz ser a empresa que está transformando a logística brasileira. Para isso, usamos tecnologia (mobile, IA, automação, IOT), desenvolvida no Brasil e em Portugal, para criarmos uma rede logística de última geração e estamos, de forma inédita, nos posicionando para desencadear o crescimento de um novo comércio no Brasil de forma rápida, econômica e com uma solução de logística confiável.

Nossa Cultura

Ser Logger é ter a certeza de que você pode ser quem você é. Por aqui, respeitamos a diversidade e entendemos que esse é o segredo para continuar desenvolvendo produtos completos e que se adequam a todos os tipos de clientes.

Criamos um ambiente seguro e acolhedor, que propõe a troca de conhecimentos e experiências. Viver o diferente faz parte da nossa rotina e é um dos nossos compromissos como empresa.

Além disso, somos uma das melhores startups para se trabalhar, de acordo com o LinkedIn e Glassdoor, estamos entre as 10 startups mais inovadoras pela Forbes Brasil e também temos certificação Great Place to Work.

Nosso time de Engenharia

A equipe de engenharia da Loggi está focada na resolução de problemas de alta complexidade, mesclando profissionais muito experientes e funcionários em início de carreira, em um ambiente fortalecido pelo aprendizado, compartilhamento de experiências e respeito. Juntos, construiremos a rede logística do país, desenvolvendo algoritmos, sistemas e processos únicos.

Nossos líderes já deixaram sua marca no cenário tecnológico nacional e mundial, atuando em empresas como Google e UOL. Eles estão empenhados em descobrir como desenvolver um grupo de mais de mil programadores para explorar as fronteiras do conhecimento e conectar o país.

Acreditamos e Investimos No Potencial De Todos

""Nos próximos 5 anos, queremos treinar os futuros CTOs do Brasil! Aqui, temos um programa de desenvolvimento estruturado."" (Davi Reis, CTO Loggi).

Responsabilidades

Você vai arquitetar e desenvolver soluções escaláveis por meio de dados, fazendo parte de equipes multidisciplinares que buscam uma experiência incrível e eficiente para os usuários! Contaremos com você para estruturar pipelines de dados relevantes que suportam a tomada de decisão e garantir que as equipes tenham acesso a informações de dados de alta qualidade.

A equipe de dados da Loggi trabalha com uma ampla variedade de tecnologias e técnicas para resolver nossos desafios. Tentamos ver além dos padrões para desenvolver soluções de forma pragmática e eficiente.

Para despertar sua curiosidade, trabalhamos com modelos preditivos treinados com sklearn e keras / tensorflow; algoritmos de otimização baseada em ferramentas ou, sistemas no Azure e AWS, com e sem kubernetes. Além disso, também usamos o Looker e ELK para painéis e análises.

Acima de tudo, esperamos desejo e capacidade de adquirir conhecimentos e aprender rápido.

Requirements

6+ anos de experiência de trabalho relevante em Análise de Dados;

Experiência com técnicas de Machine Learning, Mineração de Dados e Análise Estatística de Dados;

Experiência com projetos e análise de experimentos;

Fortes habilidades analíticas e de story telling;

Perfil colaborativo, para trabalhar com outros analistas de dados, engenheiros, gerentes de produto e designers;

Familiaridade com metodologias ágeis;

Habilidades de liderança (experiência anterior trabalhando como líder/gerente de equipe é uma vantagem);

Experiência no campo acadêmico e pesquisa é uma vantagem;

Interesse em aprender mais sobre logística.

Benefits

Vale refeição no cartão Flash;

Vale Transfer no cartão Flash (apenas para trabalho presencial);

Auxílio Home Office;

Auxílio celular;

Plano de Saúde Sulamérica 100% custeado pela Loggi, inclusive para filhos 21 anos (se universitários, até 24)inclusive para filhos;

Plano Odontológico pela Sulamérica - 100% custeado pela Loggi, inclusive para filhos 21 anos (se universitários, até 24);

Seguro de Vida pela SulAmérica Seguros;

Auxílio creche para filhos com até 5 anos;

Incentivo para desenvolvimento técnico no valor de US$ 3.300,00/ano;

Gympass para desconto em academias;

Parcerias Loggi: Zenclub, Edupass, Vidalink (até 70% de desconto em farmácias);

Loggi 4 free - 4 entregas grátis por mês;

Empréstimo consignado (elegível após 3 meses de casa);

Licença maternidade/paternidade de 6 meses para mães e 20 dias para pais;

Elegibilidade para remuneração variável (RSU, Stock Option).

Quer conhecer mais sobre a Loggi e outras oportunidades?

Acesse: https://carreira.loggi.com

Para chegar mais longe na sua carreira, vem com a Loggi!",Pleno-sênior,Tempo integral,Tecnologia da informação,"Serviços e consultoria de TI, Publicação na Internet e Serviços de recursos humanos",https://br.linkedin.com/jobs/view/senior-data-analyst-vaga-afirmativa-para-pessoas-negras-at-loggi-2883669344?refId=13ON9xgVVldKkwbBPf2gmQ%3D%3D&trackingId=QAcnZZ49lgpneb0w6y0Jcw%3D%3D&position=9&pageNum=36&trk=public_jobs_jserp-result_search-card
2022-02-04,Builders,Data Engineer,Brasil,"
        DescriptionVamos falar sobre a Loggi? 💙Conectar o Brasil. Esse é o objetivo que nos move e nos faz ser a empresa que está transformando a logística brasileira. Para isso, usamos tecnologia (mobile, IA, automação, IOT), desenvolvida no Brasil e em Portugal, para criarmos uma rede logística de última geração e estamos, de forma inédita, nos posicionando para desencadear o crescimento de um novo comércio no Brasil de forma rápida, econômica e com uma solução de logística confiável.Nossa Cultura Ser Logger é ter a certeza de que você pode ser quem você é. Por aqui, respeitamos a diversidade e entendemos que esse é o segredo para continuar desenvolvendo produtos completos e que se adequam a todos os tipos de clientes.Criamos um ambiente seguro e acolhedor, que propõe a troca de conhecimentos e experiências. Viver o diferente faz parte da nossa rotina e é um dos nossos compromissos como empresa.Além disso, somos uma das melhores startups para se trabalhar, de acordo com o LinkedIn e Glassdoor, estamos entre as 10 startups mais inovadoras pela Forbes Brasil e também temos certificação Great Place to Work.Nosso time de EngenhariaA equipe de engenharia da Loggi está focada na resolução de problemas de alta complexidade, mesclando profissionais muito experientes e funcionários em início de carreira, em um ambiente fortalecido pelo aprendizado, compartilhamento de experiências e respeito. Juntos, construiremos a rede logística do país, desenvolvendo algoritmos, sistemas e processos únicos.Nossos líderes já deixaram sua marca no cenário tecnológico nacional e mundial, atuando em empresas como Google e UOL. Eles estão empenhados em descobrir como desenvolver um grupo de mais de mil programadores para explorar as fronteiras do conhecimento e conectar o país.Acreditamos e Investimos No Potencial De Todos""Nos próximos 5 anos, queremos treinar os futuros CTOs do Brasil! Aqui, temos um programa de desenvolvimento estruturado."" (Davi Reis, CTO Loggi).ResponsabilidadesVocê vai arquitetar e desenvolver soluções escaláveis por meio de dados, fazendo parte de equipes multidisciplinares que buscam uma experiência incrível e eficiente para os usuários! Contaremos com você para estruturar pipelines de dados relevantes que suportam a tomada de decisão e garantir que as equipes tenham acesso a informações de dados de alta qualidade.A equipe de dados da Loggi trabalha com uma ampla variedade de tecnologias e técnicas para resolver nossos desafios. Tentamos ver além dos padrões para desenvolver soluções de forma pragmática e eficiente.Para despertar sua curiosidade, trabalhamos com modelos preditivos treinados com sklearn e keras / tensorflow; algoritmos de otimização baseada em ferramentas ou, sistemas no Azure e AWS, com e sem kubernetes. Além disso, também usamos o Looker e ELK para painéis e análises.Acima de tudo, esperamos desejo e capacidade de adquirir conhecimentos e aprender rápido.Requirements6+ anos de experiência de trabalho relevante em Análise de Dados;Experiência com técnicas de Machine Learning, Mineração de Dados e Análise Estatística de Dados;Experiência com projetos e análise de experimentos;Fortes habilidades analíticas e de story telling;Perfil colaborativo, para trabalhar com outros analistas de dados, engenheiros, gerentes de produto e designers;Familiaridade com metodologias ágeis;Habilidades de liderança (experiência anterior trabalhando como líder/gerente de equipe é uma vantagem);Experiência no campo acadêmico e pesquisa é uma vantagem;Interesse em aprender mais sobre logística.BenefitsVale refeição no cartão Flash;Vale Transfer no cartão Flash (apenas para trabalho presencial);Auxílio Home Office;Auxílio celular;Plano de Saúde Sulamérica 100% custeado pela Loggi, inclusive para filhos 21 anos (se universitários, até 24)inclusive para filhos;Plano Odontológico pela Sulamérica - 100% custeado pela Loggi, inclusive para filhos 21 anos (se universitários, até 24);Seguro de Vida pela SulAmérica Seguros;Auxílio creche para filhos com até 5 anos;Incentivo para desenvolvimento técnico no valor de US$ 3.300,00/ano;Gympass para desconto em academias;Parcerias Loggi: Zenclub, Edupass, Vidalink (até 70% de desconto em farmácias);Loggi 4 free - 4 entregas grátis por mês;Empréstimo consignado (elegível após 3 meses de casa);Licença maternidade/paternidade de 6 meses para mães e 20 dias para pais;Elegibilidade para remuneração variável (RSU, Stock Option).Quer conhecer mais sobre a Loggi e outras oportunidades?Acesse: https://carreira.loggi.comPara chegar mais longe na sua carreira, vem com a Loggi!
      ",Pleno-sênior,Tempo integral,Tecnologia da informação,"Serviços e consultoria de TI, Publicação na Internet e Serviços de recursos humanos",https://br.linkedin.com/jobs/view/data-engineer-at-builders-2904808224?refId=13ON9xgVVldKkwbBPf2gmQ%3D%3D&trackingId=tEpqrREzkck5pJzHYbYZLQ%3D%3D&position=10&pageNum=36&trk=public_jobs_jserp-result_search-card
2021-12-26,Wine.com.br,Engenheiro de Dados,Brasil,"Se você é uma pessoa autogerenciável, gosta de trabalhar em equipe, pensa fora da caixa, traz soluções para melhoria no negócio, busca um ambiente em ebulição de ideias, com entregas de alto impacto e tem um mindset ágil, então, essa é a sua oportunidade!

Venha ser fora do eixo com a gente! 😄

Responsabilidades e atribuições

Você Irá Trabalhar Com

Construção de pipelines de dados de ponta-a-ponta, desde o mapeamento das fontes de dados até a devida distribuição para os times de negócio;
Construção de fluxos de processamento de grandes volumes de dados, seja em batch ou streaming;
Integração com provedores externos de dados, organização e disponibilização desses dados no Data Lake ou Data Warehouse para consumo.

Requisitos e qualificações

O que nós esperamos de você?

Boa experiência em desenvolvimento de fluxos completos de engenharia de dados (Extração, transformação e carga);
Conhecimento técnico avançado em Python e Airflow
Sólido conhecimento em arquiteturas analíticas e tecnologias relacionadas;
Utilização de GIT para controle de versão.

Vai ser muito legal se, além disso, você tiver:

Ingestão e streaming de dados: Kafka, CDC;
Conhecimentos em cloud AWS (Redshift, Athena e S3);
Conhecimentos em tecnologias de processamento paralelo e distribuído de dados, Apache Spark.

Informações adicionais

Temos um ambiente descontraído e informal, com forte orientação para entregar resultados e a missão de celebrar momentos de prazer e muita alegria.

Você pode estar em qualquer cidade ou estado porque essa é uma vaga 100% home office 🤩

Oferecemos também benefícios de alimentação ou refeição, vale transporte ou auxílio combustível, plano de saúde e odontológico, PPR, e o melhor: descontos em nossos produtos. 🥰",Não aplicável,Tempo integral,Tecnologia da informação,Varejo,https://br.linkedin.com/jobs/view/engenheiro-de-dados-at-wine-com-br-2887564724?refId=13ON9xgVVldKkwbBPf2gmQ%3D%3D&trackingId=pw4NfnlrB1cYjrLIijphIg%3D%3D&position=11&pageNum=36&trk=public_jobs_jserp-result_search-card
2022-01-21,LUANDRE SERVICOS TEMPORARIOS. (B-SP),Analista De Auditoria - Centro De SP,"São Paulo, SP","Vaga de Analista De Auditoria - Centro De SP em São Paulo. A combinar. Período Integral. Efetivo – CLT Área e especialização profissional: Auditoria - Auditoria Interna Nível hierárquico: Analista Local de trabalho: São Paulo, SP Regime de contratação de tipo Efetivo – CLT Jornada Período Integral Irá atuar com Levantamento de indicadores, gestão de dados, desenho de fluxo e processo, análise de conformidade e não conformidade, mapeamento e gestão de projetos, reporte para gestores das áreas parceiras. Atuação em áreas corporativas/administrativas. Benefícios adicionais: Assistência médica, Assistência odontológica, Auxílio creche, Seguro de Vida, Vale-alimentação, Vale-refeição, Vale-transporte",Júnior,Tempo integral,Financeiro e Vendas,"Recrutamento e seleção, Serviços de recursos humanos e Varejo",https://br.linkedin.com/jobs/view/analista-de-auditoria-centro-de-sp-at-luandre-servicos-temporarios-b-sp-2888939357?refId=13ON9xgVVldKkwbBPf2gmQ%3D%3D&trackingId=EfK1ze4XtieTodSHx0KNrw%3D%3D&position=12&pageNum=36&trk=public_jobs_jserp-result_search-card
2022-02-08,Agoda,"People Data Analyst(Bangkok based, relocation provided)","Brasília, DF","About Agoda

Agoda is an online travel booking platform for accommodations, flights, and more. We build and deploy cutting-edge technology that connects travelers with more than 2.5 million accommodations globally. Based in Asia and part of Booking Holdings, our 4,000+ employees representing 90+ nationalities foster a work environment rich in diversity, creativity, and collaboration. We innovate through a culture of experimentation and ownership, enhancing the ability for our customers to experience the world.

Get To Know Our Team

The People Team is a purveyor of opportunity, searching the globe for the most talented individuals and offering them an open, collaborative workplace. By prioritizing skill and potential, we have cultivated a powerful assembly of professionals through our drive for equal opportunity and diversity. We make the move to Agoda a breeze with assisted onboarding programs, and we continue to support and enrich our thousands of Agoda employees through individual growth with outstanding learning programs and various means of assistance. Our development of incredible benefits has ensured everyone can stay strong, healthy, and happy during their time at Agoda. Leading ambitious changes and making a positive impact in the lives of our employees, the People Team is a crucial and rewarding part of the Agoda family.

The data analyst will contribute to the Forecasting and Budgeting process for Workforce Planning and progressive improvement of the tools and capabilities of the team. This role collaborates closely with Finance and People team stakeholders that planning is aligned with Agoda’s strategic goals and budget preparation. The rapid growth of the business and the increasing complexity driven by new launches and services make this an exciting, and challenging proposition.


Deliver reports and impactful insights to the operational Budgeting and Workforce planning
Partnering with P&A and People team stakeholders
Become familiar with processes and technology in support of Analytics products
Bachelor’s degree required
At least 2-3 years of experience as data /reporting analyst with SQL querying proficiency
High level of discretion, confidentiality and ethics
Ability to work well with employees in a highly multi-cultural environment
Strong attention to detail and accuracy
Excellent communication and presentation skills
Be self-driven with strong ability to analyze and resolve complex problems
Experience with Tableau visualization
Experience with Vena software
Workforce planning and Budgeting experience


#STRA#ANLS#MRKT#3 #sanfrancisco #sanjose #losangeles #sandiego #oakland #denver #miami #orlando #atlanta #chicago #boston #detroit #newyork #portland #philadelphia #dallas #houston #austin #seattle #washdc #tirana #yerevan #sydney #melbourne #perth #vienna #graz #linz #baku #minsk #brussels #antwerp #ghent #charleroi #liege #saopaolo #sofia #toronto #vancouver #montreal #shanghai #beijing #shenzhen #zagreb #cyprus #prague #Brno #Ostrava #copenhagen #cairo #alexandria #giza #estonia #helsinki #paris #nice #marseille #rouen #lyon #toulouse #tbilisi #berlin #munich #hamburg #stuttgart #cologne #frankfurt #dusseldorf #dortmund #essen #Bremen #leipzig #dresden #hanover #nuremberg #athens #hongkong #budapest #bangalore #newdelhi #jakarta #bali #bandung #dublin #telaviv #milan #rome #naples #turin #palermo #venice #bologna #florence #tokyo #osaka #yokohama #nagoya #okinawa #fukuoka #sapporo #amman #irbid #riga #beirut #tripoli #vilnius #luxembourg #kualalumpur #malta #chisinau #amsterdam #oslo #jerusalem #manila #warsaw #krakow #sintra #lisbon #porto #braga #cascais #loures #amadora #almada #doha #alrayyan #bucharest #moscow #saintpetersburg #riyadh #jeddah #mecca #medina #belgrade #singapore #bratislava #capetown #johannesburg #seoul #barcelona #madrid #valencia #seville #bilbao #malaga #oviedo #alicante #laspalmas #zaragozbanga #stockholm #zurich #geneva #basel #taipei #tainan #taichung #kaohsiung #Phuket #bangkok #istanbul #ankara #izmir #dubai #abudhabi #sharjah #london #manchester #liverpool #edinburgh #kiev #hcmc #hanoi #sanaa #taiz #aden #gibraltar #marrakech #lodz #wroclaw #poznan #Gdansk #szczecin #bydgoszcz #lublin #katowice #rio #salvador #fortaleza #brasilia #belo #belem #manaus #curitiba #portoalegre #saoluis data representation data analysis SQL data analytics analytics python (programming language) data mining data science r (programming language) tableau analytical skills data visualization databases business analysis business intelligence (bi) microsoft sql server machine learning statistics microsoft power bi java finance shopee traveloka google facebook ctrip trip.com makemytrip grab amazon pandas (software) artificial intelligence (ai) information technology capital one accenture upwork deloitte mckinsey bain microsoft uber lyft gojek lazada alibaba shopify expedia skyscanner

Equal Opportunity Employer

At Agoda, we pride ourselves on being a company represented by people of all different backgrounds and orientations. We prioritize attracting diverse talent and cultivating an inclusive environment that encourages collaboration and innovation. Employment at Agoda is based solely on a person’s merit and qualifications. We are committed to providing equal employment opportunity regardless of sex, age, race, color, national origin, religion, marital status, pregnancy, sexual orientation, gender identity, disability, citizenship, veteran or military status, and other legally protected characteristics.

We will keep your application on file so that we can consider you for future vacancies and you can always ask to have your details removed from the file. For more details please read our privacy policy .

To all recruitment agencies: Agoda does not accept third party resumes. Please do not send resumes to our jobs alias, Agoda employees or any other organization location. Agoda is not responsible for any fees related to unsolicited resumes.

",Júnior,Tempo integral,Tecnologia da informação,Publicação na Internet,https://br.linkedin.com/jobs/view/people-data-analyst-bangkok-based-relocation-provided-at-agoda-2910531946?refId=13ON9xgVVldKkwbBPf2gmQ%3D%3D&trackingId=K01EGhU31EVVW7GsPk5J9w%3D%3D&position=13&pageNum=36&trk=public_jobs_jserp-result_search-card
2022-02-04,IBM,Data Eng. / Data Viz Pleno,"São Paulo, SP","Introduction

At IBM, work is more than a job - it's a calling: To build. To design. To code. To consult. To think along with clients and sell. To make markets. To invent. To collaborate. Not just to do something better, but to attempt things you've never thought possible. Are you ready to lead in this new era of technology and solve some of the world's most challenging problems? If so, lets talk.

Your Role and Responsibilities


> Necessário
Formação, técnica ou prática, em UX Design
Sólido conhecimento de técnicas de pesquisa e testes A/B de audiências e clientes
Conhecimento na elaboração, teste e execução de iniciativas de mídia
> Diferencial
Familiaridade com o mercado de métricas digitais
Experiência ou conhecimento prévio em Mídias e Agências


Todas as nossas vagas são elegíveis para pessoas com deficiência ou reabilitadas.

Required Technical and Professional Expertise


> Necessário
Formação, técnica ou prática, em UX Design
Sólido conhecimento de técnicas de pesquisa e testes A/B de audiências e clientes
Conhecimento na elaboração, teste e execução de iniciativas de mídia
> Diferencial
Familiaridade com o mercado de métricas digitais
Experiência ou conhecimento prévio em Mídias e Agências


Todas as nossas vagas são elegíveis para pessoas com deficiência ou reabilitadas.

Preferred Technical And Professional Expertise

n/a

About Business Unit

IBM Consulting is IBM’s consulting and global professional services business, with market leading capabilities in business and technology transformation. With deep expertise in many industries, we offer strategy, experience, technology, and operations services to many of the most innovative and valuable companies in the world. Our people are focused on accelerating our clients’ businesses through the power of collaboration. We believe in the power of technology responsibly used to help people, partners and the planet.

Your Life @ IBM

Are you craving to learn more? Prepared to solve some of the world's most unique challenges? And ready to shape the future for millions of people? If so, then it's time to join us, express your individuality, unleash your curiosity and discover new possibilities.

Every IBMer, and potential ones like yourself, has a voice, carves their own path, and uses their expertise to help co-create and add to our story. Together, we have the power to make meaningful change – to alter the fabric of our clients, of society and IBM itself, to create a truly positive impact and make the world work better for everyone.

It's time to define your career.

About IBM

IBM’s greatest invention is the IBMer. We believe that through the application of intelligence, reason and science, we can improve business, society and the human condition, bringing the power of an open hybrid cloud and AI strategy to life for our clients and partners around the world.

Restlessly reinventing since 1911, we are not only one of the largest corporate organizations in the world, we’re also one of the biggest technology and consulting employers, with many of the Fortune 50 companies relying on the IBM Cloud to run their business.

At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain. Now it’s time for you to join us on our journey to being a responsible technology innovator and a force for good in the world.

Location Statement

For additional information about location requirements, please discuss with the recruiter following submission of your application.

Being You @ IBM

IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, pregnancy, disability, age, veteran status, or other characteristics. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.",Não aplicável,Tempo integral,Outro,Fabricação de equipamentos de computação,https://br.linkedin.com/jobs/view/data-eng-data-viz-pleno-at-ibm-2907068122?refId=13ON9xgVVldKkwbBPf2gmQ%3D%3D&trackingId=4j3SHOhZBXruMUN9Z3teoA%3D%3D&position=14&pageNum=36&trk=public_jobs_jserp-result_search-card
2022-01-10,Ana Couto,ANALISTA DE BI,"São Paulo, Brasil","Estamos em busca de uma pessoa Analista de BI que ajudará na nossa visão de dados e tornará mais fácil a tomada de decisão feita nos projetos. Ficará à frente dos nossos processos de coleta, armazenamento e análise dos dados gerados em cada uma das etapas de nossos dados da agência. O aprendizado aqui será constante e você terá pista livre para criar e executar. Além disso, trabalhar ao lado de pessoas diversas e talentosas que irão te ajudar a usar todo o seu potencial e gerar o maior impacto possível.

Responsabilidades e atribuições

Desenvolver processos de ETL para construção e manutenção das estruturas dos dados
Captura de dados via Web Scrapping
Extrair e automatizar dados e relatórios para fins de análise e interpretação para tomada de decisão
Construir e modelar novas ferramentas de forma automática;
Elaborar Dashboards internos para Operação e Gestão em Power BI;
Elaborar Dashboard para projetos com clientes externos em Power BI;
Elaborar relatórios e apresentações com os KPI's e resultados da área para audiências diversas;
Participar ativamente de discussões com as áreas de Data e Governança de dados;
Tomar decisões sobre processos da área e fornecer ideias p/ performance de todo o Funil com base em dados e também definição de prioridades com outros analistas.

Requisitos e qualificações

Ensino superior completo em Administração, Economia, Engenharia de Produção, Matemática, Estatística ou áreas correlatas;
Experiência com análise de dados;
Conhecimento avançado em Pacote Office (Excel e Powerpoint);
Experiência com desenvolvimento em Power BI.

Requisitos Desejáveis

Inglês intermediário;
Vivência em Controladoria e Financeiro
Conhecimento de gestão de projetos.

Informações adicionais",Não aplicável,Tempo integral,"Pesquisa, Analista e Tecnologia da informação",Serviços de relações públicas e comunicação,https://br.linkedin.com/jobs/view/analista-de-bi-at-ana-couto-2907411652?refId=13ON9xgVVldKkwbBPf2gmQ%3D%3D&trackingId=lO1b6wUlJDqTBBQcMsA5Aw%3D%3D&position=15&pageNum=36&trk=public_jobs_jserp-result_search-card
2022-02-04,IBM,Data Eng. / Data Viz Pleno,"São Paulo, SP","Introduction

At IBM, work is more than a job - it's a calling: To build. To design. To code. To consult. To think along with clients and sell. To make markets. To invent. To collaborate. Not just to do something better, but to attempt things you've never thought possible. Are you ready to lead in this new era of technology and solve some of the world's most challenging problems? If so, lets talk.

Your Role and Responsibilities


> Necessário
Formação, técnica ou prática, em UX Design
Sólido conhecimento de técnicas de pesquisa e testes A/B de audiências e clientes
Conhecimento na elaboração, teste e execução de iniciativas de mídia
> Diferencial
Familiaridade com o mercado de métricas digitais
Experiência ou conhecimento prévio em Mídias e Agências


Todas as nossas vagas são elegíveis para pessoas com deficiência ou reabilitadas.

Required Technical and Professional Expertise


> Necessário
Formação, técnica ou prática, em UX Design
Sólido conhecimento de técnicas de pesquisa e testes A/B de audiências e clientes
Conhecimento na elaboração, teste e execução de iniciativas de mídia
> Diferencial
Familiaridade com o mercado de métricas digitais
Experiência ou conhecimento prévio em Mídias e Agências


Todas as nossas vagas são elegíveis para pessoas com deficiência ou reabilitadas.

Preferred Technical And Professional Expertise

n/a

About Business Unit

IBM Consulting is IBM’s consulting and global professional services business, with market leading capabilities in business and technology transformation. With deep expertise in many industries, we offer strategy, experience, technology, and operations services to many of the most innovative and valuable companies in the world. Our people are focused on accelerating our clients’ businesses through the power of collaboration. We believe in the power of technology responsibly used to help people, partners and the planet.

Your Life @ IBM

Are you craving to learn more? Prepared to solve some of the world's most unique challenges? And ready to shape the future for millions of people? If so, then it's time to join us, express your individuality, unleash your curiosity and discover new possibilities.

Every IBMer, and potential ones like yourself, has a voice, carves their own path, and uses their expertise to help co-create and add to our story. Together, we have the power to make meaningful change – to alter the fabric of our clients, of society and IBM itself, to create a truly positive impact and make the world work better for everyone.

It's time to define your career.

About IBM

IBM’s greatest invention is the IBMer. We believe that through the application of intelligence, reason and science, we can improve business, society and the human condition, bringing the power of an open hybrid cloud and AI strategy to life for our clients and partners around the world.

Restlessly reinventing since 1911, we are not only one of the largest corporate organizations in the world, we’re also one of the biggest technology and consulting employers, with many of the Fortune 50 companies relying on the IBM Cloud to run their business.

At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain. Now it’s time for you to join us on our journey to being a responsible technology innovator and a force for good in the world.

Location Statement

For additional information about location requirements, please discuss with the recruiter following submission of your application.

Being You @ IBM

IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, pregnancy, disability, age, veteran status, or other characteristics. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.",Não aplicável,Tempo integral,Outro,Fabricação de equipamentos de computação,https://br.linkedin.com/jobs/view/data-eng-data-viz-pleno-at-ibm-2915334976?refId=13ON9xgVVldKkwbBPf2gmQ%3D%3D&trackingId=iK2jU8rJhj9D6v9tYwjDyQ%3D%3D&position=16&pageNum=36&trk=public_jobs_jserp-result_search-card
2022-02-01,Wipro,Data Engineer,"Curitiba, PR","- Deve ter 5 a 6 anos de experiência em análise de dados e estudos analíticos.

- Formula e conduz estudos analíticos orientados e multifacetados contra grandes volumes de dados.

- Interpreta e analisa dados utilizando técnicas matemáticas e estatísticas exploratórias baseadas no método científico.

- Coordena atividades de investigação e análise utilizando vários pontos de dados (não estruturados e estruturados) e emprega programação para limpar, massagear e organizar os dados.

- Coordena com Engenheiros de Dados a construção de ambientes de dados fornecendo dados identificados por Analistas de Dados, Integradores de Dados, Gestores de Conhecimento, e Analistas da Intel.

- Analisa os problemas e determina as causas de raiz.

- Define os ativos de dados da empresa (modelos de dados), e trabalhos de sparkSQL para povoar modelos de dados.",Pleno-sênior,Tempo integral,Tecnologia da informação,Serviços e consultoria de TI,https://br.linkedin.com/jobs/view/data-engineer-at-wipro-2902933206?refId=13ON9xgVVldKkwbBPf2gmQ%3D%3D&trackingId=%2B1vGUWnY4xH%2BfrGsHQ%2BJvw%3D%3D&position=17&pageNum=36&trk=public_jobs_jserp-result_search-card
